SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_YEAR,age_years,employment_years,days_employed_anom_flag,credit_income_ratio,annuity_income_ratio,credit_goods_ratio,employment_age_ratio,bureau_records_count,bureau_active_credit_count,bureau_closed_credit_count,bureau_bad_debt_credit_count,bureau_sold_credit_count,bureau_overdue_credit_count,bureau_credit_day_overdue_max,bureau_credit_day_overdue_mean,bureau_total_credit_sum,bureau_total_credit_debt_sum,bureau_total_credit_overdue_sum,bureau_total_credit_limit_sum,bureau_total_annuity_sum,bureau_total_prolong_sum,bureau_total_max_overdue_sum,bureau_days_credit_mean,bureau_days_credit_min,bureau_days_credit_max,bureau_days_credit_update_mean,bureau_future_enddate_mean,bureau_unique_credit_types,bureau_unique_currencies,bureau_debt_to_credit_ratio,prev_app_count,prev_approved_count,prev_refused_count,prev_amt_application_sum,prev_amt_credit_sum,prev_amt_annuity_sum,prev_hour_appr_mean,prev_rate_down_payment_mean,prev_days_decision_mean,prev_approval_rate
100088,0,Revolving loans,F,N,N,0,112500.0,135000.0,6750.0,135000.0,Commercial associate,Higher education,Married,House / apartment,0.0228,-19467,-4066,-4623.0,-2975,2.0,2,2,THURSDAY,15,School,,0.5851740300889305,0.4083588531230431,-1537.0,2.0,53.29774127310061,11.132101300479125,0,1.2,0.06,1.0,0.2088662865361894,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1777500.0,403969.5,0.0,0.0,0.0,0.0,0.0,-1408.2,-2736.0,-851.0,-397.0,916.0,1.0,1.0,0.2272683544303797,2.0,2.0,0.0,693900.0,753354.0,40935.24,8.0,0.1089090909090909,-978.0,1.0
100089,0,Cash loans,M,N,Y,0,135000.0,337761.0,15781.5,256500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-9666,-2811,-4437.0,-2342,2.0,2,2,TUESDAY,12,Self-employed,,0.5500579930157645,0.5352762504724826,-92.0,3.0,26.46406570841889,7.696098562628337,0,2.501933333333333,0.1169,1.3168070175438598,0.2908131595282433,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,116545.5,0.0,0.0,0.0,0.0,0.0,9283.5,-599.0,-599.0,-599.0,-261.0,,1.0,1.0,0.0,4.0,2.0,1.0,768150.0,922000.5,52454.34,12.75,0.2838021912940479,-786.25,0.5
100093,0,Cash loans,F,N,Y,1,94500.0,585000.0,28273.5,585000.0,Working,Secondary / secondary special,Married,House / apartment,0.028663,-18253,-721,-1701.0,-1779,3.0,2,2,TUESDAY,16,Postal,0.5927009939219194,0.4885999153777029,,0.0,3.0,49.973990417522245,1.9739904175222447,0,6.190476190476191,0.2991904761904762,1.0,0.0395003561058456,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,-557.0,-557.0,-557.0,-174.0,,1.0,1.0,0.0,10.0,7.0,0.0,1515357.0,1683211.5,76455.45,13.8,0.0708671489349643,-1191.0,0.7
100094,0,Cash loans,F,N,Y,0,108000.0,113760.0,5301.0,90000.0,Pensioner,Higher education,Single / not married,House / apartment,0.030755,-22935,365243,-12623.0,-3442,1.0,2,2,THURSDAY,10,XNA,,0.5827354769124312,0.4525335592581747,-260.0,0.0,62.79260780287474,,1,1.0533333333333332,0.0490833333333333,1.264,,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,855000.0,611335.575,0.0,4565.925,0.0,0.0,0.0,-527.25,-1049.0,-246.0,-293.75,986.3333333333334,2.0,1.0,0.7150123684210525,1.0,1.0,0.0,87205.5,69763.5,4966.47,13.0,0.2178294217264236,-260.0,1.0
100095,0,Revolving loans,F,N,Y,2,67500.0,135000.0,6750.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0.020246,-18693,-1434,-10255.0,-2241,4.0,3,3,THURSDAY,8,Trade: type 7,0.5866975916234531,0.3045061145430549,,-1040.0,,51.17864476386037,3.926078028747433,0,2.0,0.1,1.0,0.0767132081527844,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,101056.5,101056.5,5290.695,11.333333333333334,0.0,-533.6666666666666,0.3333333333333333
100096,1,Cash loans,F,N,Y,0,81000.0,252000.0,14593.5,252000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-24794,365243,-5391.0,-4199,2.0,2,2,THURSDAY,10,XNA,,0.0239523667712844,0.7209441499436497,0.0,0.0,67.88227241615331,,1,3.111111111111111,0.1801666666666666,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65610.0,0.0,0.0,0.0,0.0,0.0,0.0,-2922.0,-2922.0,-2922.0,-1647.0,,1.0,1.0,0.0,,,,,,,,,,
100097,0,Cash loans,M,Y,Y,0,157500.0,760225.5,30280.5,679500.0,Working,Secondary / secondary special,Married,House / apartment,0.035792,-17527,-2442,-3500.0,-983,2.0,2,2,THURSDAY,10,Business Entity Type 3,,0.3573422337147276,0.6446794549585961,-371.0,0.0,47.98631074606434,6.685831622176591,0,4.826828571428571,0.1922571428571428,1.1188013245033113,0.139327894106236,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,319293.18,86526.0,0.0,0.0,0.0,0.0,0.0,-1643.0,-2726.0,-87.0,-1103.3333333333333,97.0,1.0,1.0,0.2709923212265291,2.0,2.0,0.0,175455.0,168709.5,16825.545,8.5,0.0544545454545454,-1402.0,1.0
100098,0,Revolving loans,M,Y,N,0,225000.0,270000.0,13500.0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-17390,-924,-7211.0,-907,2.0,2,2,WEDNESDAY,9,Transport: type 3,,0.5970811533321667,,-617.0,,47.611225188227245,2.529774127310062,0,1.2,0.06,1.0,0.0531339850488786,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,1.0,390177.0,519642.0,30610.08,11.428571428571429,0.1629777563259168,-912.4285714285714,0.4285714285714285
100099,0,Cash loans,F,N,Y,0,360000.0,733315.5,41076.0,679500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.009175,-23032,365243,-9506.0,-793,1.0,2,2,THURSDAY,12,XNA,,0.6605789818593445,0.3425288720742255,0.0,3.0,63.05817932922656,,1,2.0369875,0.1141,1.079198675496689,,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2692174.5,185535.0,0.0,0.0,25627.5,0.0,0.0,-719.0,-1504.0,-162.0,-241.9,876.0,2.0,1.0,0.0689164093932247,12.0,2.0,10.0,7838816.354999999,8276535.0,351954.09,12.666666666666666,8.078266827765239e-05,-691.1666666666666,0.1666666666666666
100100,0,Cash loans,M,Y,Y,2,202500.0,796396.5,38443.5,643500.0,Working,Higher education,Married,House / apartment,0.008019,-15909,-1094,-3134.0,-4180,4.0,2,2,FRIDAY,17,Industry: type 11,0.4476751393608083,0.495765140717496,0.8245949709919925,-1876.0,2.0,43.5564681724846,2.9952087611225187,0,3.932822222222222,0.1898444444444444,1.2376013986013985,0.0687661072348984,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3163743.45,0.0,0.0,0.0,19819.485,0.0,0.0,-1866.4,-2830.0,-443.0,-595.0,,3.0,1.0,0.0,5.0,5.0,0.0,689278.5,947232.0,67455.98999999999,12.6,0.0,-1169.6,1.0
100101,0,Cash loans,F,Y,Y,0,202500.0,343377.0,22072.5,283500.0,State servant,Higher education,Single / not married,House / apartment,0.072508,-18138,-969,-7421.0,-1681,1.0,1,1,WEDNESDAY,13,Business Entity Type 1,,0.7162122102538987,,-1585.0,,49.659137577002056,2.652977412731006,0,1.6956888888888888,0.109,1.2112063492063492,0.0534237512404895,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,0.0,891216.0,944932.5,82248.255,13.6,0.0,-831.0,0.8
100102,0,Cash loans,F,N,N,1,126000.0,327024.0,10264.5,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.02461,-14321,-192,-6913.0,-5942,2.0,2,2,SUNDAY,13,Transport: type 4,0.4147940693543055,0.6611083077510267,0.4776491548517548,-2.0,0.0,39.20876112251882,0.5256673511293635,0,2.595428571428572,0.0814642857142857,1.2112,0.0134068849940646,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1473232.5,694314.0,0.0,0.0,0.0,0.0,0.0,-697.8,-1554.0,-211.0,-173.8,802.0,2.0,1.0,0.4712861004627579,,,,,,,,,,
100103,0,Cash loans,F,N,Y,0,72000.0,450000.0,16965.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.009175,-21112,-1694,-6057.0,-4013,2.0,2,2,FRIDAY,12,School,,0.7180575365896832,0.511891801533151,0.0,0.0,57.80150581793292,4.63791923340178,0,6.25,0.235625,1.0,0.0802387267904509,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,445834.35,12307.5,0.0,239689.8,0.0,0.0,20520.0,-1584.0,-2259.0,-720.0,-1165.3333333333333,,2.0,1.0,0.0276055445256741,2.0,2.0,0.0,225585.0,230400.0,13704.345,14.5,0.0,-203.0,1.0
100104,0,Cash loans,F,N,Y,0,90000.0,547344.0,30690.0,472500.0,Working,Secondary / secondary special,Married,House / apartment,0.022625,-18556,-862,-6769.0,-2045,2.0,2,2,WEDNESDAY,17,Business Entity Type 3,0.7631370618175837,0.6446273721560554,,-2591.0,1.0,50.80355920602327,2.360027378507872,0,6.0816,0.341,1.1584,0.0464539771502479,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,765000.0,0.0,0.0,0.0,0.0,0.0,0.0,-2283.0,-2283.0,-2283.0,-435.0,,1.0,1.0,0.0,1.0,1.0,0.0,29506.5,26554.5,2950.2,11.0,0.1089589196833363,-2591.0,1.0
100105,0,Cash loans,F,N,Y,0,193500.0,225000.0,23755.5,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.031329,-19810,-8862,-4493.0,-3043,2.0,2,2,TUESDAY,11,Government,0.765153942091246,0.2547599571469118,0.4118485559242397,-1733.0,4.0,54.23682409308692,24.26283367556468,0,1.162790697674419,0.1227674418604651,1.0,0.4473498233215547,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1663635.42,18774.0,0.0,0.0,0.0,0.0,10080.0,-993.8333333333334,-1724.0,-175.0,-635.0,7.0,1.0,1.0,0.011284924433744,14.0,12.0,2.0,1509061.5,1461208.5,289712.025,10.428571428571429,0.1077884059943273,-971.2857142857144,0.8571428571428571
100108,0,Cash loans,F,N,Y,3,171000.0,545040.0,31288.5,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.006629,-12780,-1415,-5146.0,-870,5.0,2,2,WEDNESDAY,11,Business Entity Type 3,,0.7566679797246073,0.6413682574954046,-546.0,0.0,34.98973305954826,3.874058863791924,0,3.187368421052632,0.1829736842105263,1.2112,0.1107198748043818,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,648661.5,40878.0,0.0,0.0,0.0,0.0,0.0,-1913.0,-2519.0,-982.0,-666.6666666666666,,2.0,1.0,0.063019001436034,1.0,1.0,0.0,125955.0,122895.0,25269.66,9.0,0.1685377451394164,-546.0,1.0
100110,0,Cash loans,M,Y,Y,3,135000.0,373140.0,25065.0,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-10744,-741,-442.0,-2381,5.0,2,2,WEDNESDAY,9,Housing,,0.6405493008893001,0.3280631605201915,0.0,2.0,29.415468856947296,2.028747433264887,0,2.764,0.1856666666666666,1.1056,0.0689687267311988,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65511.0,52820.595,0.0,0.0,0.0,0.0,0.0,-86.0,-86.0,-86.0,-20.0,218.0,1.0,1.0,0.8062858909190823,4.0,4.0,0.0,273771.0,306396.0,27615.51,14.75,0.0287818943759226,-200.5,1.0
100111,0,Cash loans,F,Y,N,1,112500.0,862560.0,27954.0,720000.0,Commercial associate,Secondary / secondary special,Married,With parents,0.0228,-10485,-1249,-4628.0,-3110,3.0,2,2,MONDAY,11,Business Entity Type 3,0.5633231337420023,0.608604105963283,0.228883416700673,-1234.0,0.0,28.70636550308008,3.4195756331279945,0,7.6672,0.24848,1.198,0.1191225560324272,12.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,2505821.715,104072.31,0.0,57334.5,0.0,1.0,42966.0,-859.4166666666666,-2257.0,-270.0,-474.9166666666667,1985.8,2.0,1.0,0.041532208527453,6.0,5.0,1.0,545908.095,549382.5,61573.14,15.666666666666666,0.0639763654987494,-1482.3333333333333,0.8333333333333334
100112,1,Cash loans,M,Y,Y,0,315000.0,953460.0,64107.0,900000.0,Commercial associate,Incomplete higher,Single / not married,With parents,0.030755,-10199,-2015,-4802.0,-1038,1.0,2,2,SUNDAY,13,Industry: type 4,,0.4323402118056743,0.0774985464900651,-591.0,2.0,27.923340177960306,5.516769336071184,0,3.0268571428571427,0.2035142857142857,1.0594,0.1975683890577507,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,130500.0,85648.5,0.0,0.0,0.0,0.0,0.0,-288.0,-305.0,-271.0,-54.5,15931.5,1.0,1.0,0.6563103448275862,4.0,4.0,0.0,316957.5,462357.0,49047.21000000001,18.25,0.1969766534908337,-883.5,1.0
100113,0,Cash loans,M,Y,N,0,76500.0,135000.0,6696.0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-15137,-7980,-9176.0,-4576,1.0,2,2,MONDAY,10,Agriculture,0.4757617930038634,0.5930185238421518,0.7898803468924867,-1981.0,2.0,41.44284736481862,21.848049281314168,0,1.7647058823529411,0.0875294117647058,1.0,0.5271850432714541,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,610722.0,401368.5,0.0,0.0,3997.485,0.0,0.0,-1178.0,-1981.0,-753.0,-537.6666666666666,1049.5,1.0,1.0,0.657203277432285,4.0,2.0,2.0,208210.5,208480.5,20290.5,9.75,0.0545545621518238,-1107.75,0.5
100114,0,Cash loans,F,N,Y,0,135000.0,284400.0,22599.0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.030755,-10734,-693,-7913.0,-1362,1.0,2,2,MONDAY,14,Restaurant,0.3957242668511344,0.1549370735653434,0.2650494299443805,-227.0,2.0,29.388090349075977,1.897330595482546,0,2.1066666666666665,0.1674,1.264,0.0645612073784237,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,233777.88,45634.5,0.0,96810.795,0.0,0.0,3316.815,-880.0,-1075.0,-648.0,-335.25,,2.0,1.0,0.1952045249105689,2.0,2.0,0.0,125685.0,134203.5,10576.26,14.5,0.0,-227.0,1.0
100115,0,Cash loans,F,N,N,0,90000.0,315000.0,14683.5,315000.0,Working,Secondary / secondary special,Married,House / apartment,0.028663,-15371,-367,-3071.0,-4211,2.0,2,2,SUNDAY,11,Business Entity Type 3,,0.3343001962973505,,-40.0,2.0,42.08350444900753,1.0047912388774811,0,3.5,0.16315,1.0,0.0238761303753822,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18513.0,0.0,0.0,0.0,0.0,0.0,3420.0,-2899.0,-2899.0,-2899.0,-2713.0,,1.0,1.0,0.0,4.0,2.0,0.0,163305.0,168390.0,12816.315,11.5,0.0,-90.75,0.5
100116,0,Cash loans,F,N,Y,0,243000.0,900000.0,32017.5,900000.0,Working,Higher education,Married,House / apartment,0.010006,-14751,-6737,-3390.0,-4788,2.0,2,1,THURSDAY,11,Kindergarten,0.6712718925800566,0.7002735745029195,0.0710551246687366,-1083.0,0.0,40.38603696098563,18.444900752908968,0,3.703703703703704,0.1317592592592592,1.0,0.4567147989966782,17.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,7638393.6,2430413.8200000003,0.0,24472.845,0.0,0.0,28152.855,-1277.0588235294117,-2908.0,-104.0,-479.2352941176471,5678.666666666667,3.0,1.0,0.3181838940585623,15.0,5.0,7.0,3228176.25,4003908.75,293590.035,11.466666666666669,0.0161473361289399,-1009.0,0.3333333333333333
100118,0,Cash loans,F,N,Y,0,90000.0,675000.0,26541.0,675000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.026392,-22471,365243,-217.0,-4323,1.0,2,2,TUESDAY,15,XNA,,0.6263029188866104,,0.0,,61.52224503764545,,1,7.5,0.2949,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,362345.4,339997.5,37904.22,19.0,0.1055224219651398,-1427.5,1.0
